,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,PositionStatus,Pnl,ExitType
0,2019-01-08 09:15:00,2019-01-15 11:15:00,AAVAS,845.0,845.7,118.0,1,82.60000000000537,BreakevenExit
1,2019-01-03 10:15:00,2019-01-15 12:15:00,IGL,274.25,274.5,364.0,1,91.0,BreakevenExit
2,2019-01-07 09:15:00,2019-01-17 11:15:00,PIIND,854.3,855.0,117.0,1,81.90000000000532,BreakevenExit
3,2019-01-03 09:15:00,2019-01-17 15:15:00,MOTILALOFS,171.0,172.25,584.0,1,730.0,BreakevenExit
4,2019-01-04 12:15:00,2019-01-22 10:15:00,IDFCFIRSTB,43.9,45.3,2277.0,1,3187.7999999999965,TargetUsingRsi
5,2019-01-03 09:15:00,2019-01-22 12:15:00,RECLTD,91.15,91.6,1097.0,1,493.64999999998753,BreakevenExit
6,2019-01-04 11:15:00,2019-01-22 13:15:00,PNB,79.3,79.4,1261.0,1,126.10000000001075,BreakevenExit
7,2019-01-07 10:15:00,2019-01-22 15:15:00,APOLLOHOSP,1286.95,1289.05,77.0,1,161.699999999993,TargetUsingRsi
8,2019-01-10 09:15:00,2019-01-23 10:15:00,ITC,291.65,292.15,342.0,1,171.0,BreakevenExit
9,2019-01-08 09:15:00,2019-01-23 11:15:00,NAUKRI,1658.55,1671.15,60.0,1,756.0000000000082,BreakevenExit
10,2019-01-07 09:15:00,2019-01-23 11:15:00,INDIANB,251.0,251.3,398.0,1,119.40000000000452,BreakevenExit
11,2019-01-08 09:15:00,2019-01-24 09:15:00,GODREJPROP,733.0,743.7,136.0,1,1455.2000000000062,BreakevenExit
12,2019-01-07 10:15:00,2019-01-24 11:15:00,LINDEINDIA,689.95,716.0,144.0,1,3751.1999999999935,BreakevenExit
13,2020-01-09 09:15:00,2020-01-28 10:15:00,POONAWALLA,57.4,60.5,1742.0,1,5400.200000000003,TargetUsingRsi
14,2019-01-04 09:15:00,2019-01-25 11:15:00,PRAJIND,121.2,127.8,825.0,1,5444.999999999995,TargetUsingRsi
15,2019-01-07 09:15:00,2019-01-25 15:15:00,BATAINDIA,1129.95,1130.5,88.0,1,48.399999999996,BreakevenExit
16,2019-01-09 09:15:00,2019-01-28 09:15:00,IDBI,64.75,53.6,1544.0,1,-17215.6,dailyExit
17,2019-01-09 09:15:00,2019-01-28 10:15:00,ABBOTINDIA,7850.65,8072.0,12.0,1,2656.2000000000044,TargetUsingRsi
18,2019-01-15 12:15:00,2019-01-28 11:15:00,IGL,274.5,276.0,364.0,1,546.0,BreakevenExit
19,2019-01-07 09:15:00,2019-01-28 11:15:00,UBL,1387.1,1395.0,72.0,1,568.8000000000065,TargetUsingRsi
20,2019-01-03 15:15:00,2019-01-29 09:15:00,SBILIFE,602.95,608.6,165.0,1,932.2499999999962,BreakevenExit
21,2019-01-07 09:15:00,2019-01-29 15:15:00,CERA,2529.0,2535.0,39.0,1,234.0,BreakevenExit
22,2019-01-08 09:15:00,2019-01-30 09:15:00,ABFRL,205.2,205.3,487.0,1,48.70000000001107,BreakevenExit
23,2019-01-03 09:15:00,2019-01-30 11:15:00,VBL,118.8,119.15,841.0,1,294.3500000000072,BreakevenExit
24,2019-01-25 11:15:00,2019-01-31 10:15:00,DIXON,451.55,451.6,221.0,1,11.050000000002512,BreakevenExit
25,2019-01-10 09:15:00,2019-01-31 13:15:00,CREDITACC,394.55,394.95,253.0,1,101.19999999999425,BreakevenExit
26,2019-01-08 09:15:00,2019-01-31 13:15:00,ASIANPAINT,1409.85,1413.55,70.0,1,259.0000000000032,BreakevenExit
27,2019-01-15 11:15:00,2019-01-31 15:15:00,AAVAS,845.7,868.0,118.0,1,2631.3999999999946,BreakevenExit
28,2019-01-10 09:15:00,2019-02-01 09:15:00,ICICIPRULI,343.25,285.8,291.0,1,-16717.949999999997,dailyExit
29,2019-01-04 10:15:00,2019-02-01 10:15:00,COROMANDEL,458.6,459.05,218.0,1,98.09999999999752,BreakevenExit
30,2019-01-07 09:15:00,2019-02-01 10:15:00,MAHABANK,15.6,15.8,6410.0,1,1282.0000000000068,BreakevenExit
31,2019-01-04 09:15:00,2019-02-04 09:15:00,TORNTPHARM,906.15,915.0,110.0,1,973.5000000000025,BreakevenExit
32,2019-01-24 11:15:00,2019-02-05 09:15:00,LINDEINDIA,716.0,418.1,139.0,1,-41408.1,dailyExit
33,2019-01-07 09:15:00,2019-02-05 09:15:00,IDFC,44.8,36.75,2232.0,1,-17967.599999999995,dailyExit
34,2019-01-04 12:15:00,2019-02-05 09:15:00,CANBK,53.68,43.03,1862.0,1,-19830.299999999996,dailyExit
35,2019-01-17 15:15:00,2019-02-05 09:15:00,FINPIPE,111.6,100.5,896.0,1,-9945.599999999995,dailyExit
36,2019-01-04 11:15:00,2019-02-06 09:15:00,ASTRAL,522.75,527.95,191.0,1,993.2000000000087,BreakevenExit
37,2019-01-03 09:15:00,2019-02-06 09:15:00,BEML,923.4,758.5,108.0,1,-17809.199999999997,dailyExit
38,2019-01-09 09:15:00,2019-02-06 09:15:00,BDL,144.3,117.15,693.0,1,-18814.950000000004,dailyExit
39,2019-01-08 14:15:00,2019-02-06 09:15:00,CGPOWER,46.0,32.55,2173.0,1,-29226.850000000006,dailyExit
40,2019-01-03 09:15:00,2019-02-06 11:15:00,MANAPPURAM,93.95,97.05,1064.0,1,3298.399999999994,BreakevenExit
41,2019-01-04 12:15:00,2019-02-07 09:15:00,SIEMENS,1063.05,1076.85,94.0,1,1297.1999999999957,BreakevenExit
42,2019-01-08 09:15:00,2019-02-07 13:15:00,MUTHOOTFIN,522.3,528.2,191.0,1,1126.9000000000174,BreakevenExit
43,2019-01-09 12:15:00,2019-02-07 13:15:00,SKFINDIA,1930.3,1930.45,51.0,1,7.650000000004638,BreakevenExit
44,2019-01-07 09:15:00,2019-02-08 09:15:00,BALRAMCHIN,109.35,109.7,914.0,1,319.9000000000078,BreakevenExit
45,2020-01-06 10:15:00,2020-02-10 10:15:00,COFORGE,1654.85,1837.25,60.0,1,10944.000000000005,TargetUsingRsi
46,2019-01-22 12:15:00,2019-02-08 11:15:00,KOTAKBANK,1297.45,1299.15,77.0,1,130.9000000000035,BreakevenExit
47,2019-05-27 10:15:00,2019-06-14 15:15:00,RVNL,26.7,26.75,3745.0,1,187.25000000000267,BreakevenExit
