Date,Portfolio Value,Peak Value,Drawdown %,Stock,Quantity,Entry Price,Daily Close,Position Value,Stock Drawdown %
2025-03-16,524341.95,524341.95,0.0,INDIGO,7.0,4765.0,4780.45,33463.15,2.88
2025-03-16,524341.95,524341.95,0.0,JINDALSTEL,33.0,915.65,897.25,29609.25,14.06
2025-03-16,524341.95,524341.95,0.0,JSWSTEEL,30.0,1011.75,1005.7,30171.0,8.05
2025-03-16,524341.95,524341.95,0.0,TATASTEEL,200.0,150.36,151.81,30362.0,15.42
2025-03-16,524341.95,524341.95,0.0,BERGEPAINT,60.0,507.0,502.65,30159.0,4.81
2025-03-16,524341.95,524341.95,0.0,COALINDIA,78.0,385.4,385.75,30088.5,2.8
2025-03-16,524341.95,524341.95,0.0,SRF,11.0,2918.9,3011.3,33124.3,6.98
2025-03-16,524341.95,524341.95,0.0,JSL,46.0,654.85,641.6,29513.6,21.72
2025-03-16,524341.95,524341.95,0.0,ADANIENSOL,39.0,778.25,795.05,31006.95,2.21
2025-03-16,524341.95,524341.95,0.0,SHRIRAMFIN,48.0,637.8,623.25,29916.0,3.73
2025-03-16,524341.95,524341.95,0.0,KOTAKBANK,16.0,1995.1,1993.1,31889.6,0.5
2025-03-16,524341.95,524341.95,0.0,VOLTAS,21.0,1444.4,1458.45,30627.45,14.89
2025-03-16,524341.95,524341.95,0.0,DMART,8.0,3860.05,3825.3,30602.4,0.9
2025-03-17,660022.35,660022.35,0.0,NAVINFLUOR,8.0,4121.1,4162.6,33300.8,6.61
2025-03-17,660022.35,660022.35,0.0,NTPC,91.0,332.35,337.35,30698.85,0.89
2025-03-17,660022.35,660022.35,0.0,CHOLAFIN,21.0,1458.75,1515.25,31820.25,4.98
2025-03-17,660022.35,660022.35,0.0,HINDALCO,44.0,681.95,697.85,30705.4,17.62
2025-03-17,660022.35,660022.35,0.0,INDIGO,7.0,4765.0,4806.25,33643.75,2.88
2025-03-17,660022.35,660022.35,0.0,JINDALSTEL,33.0,915.65,923.5,30475.5,14.06
2025-03-17,660022.35,660022.35,0.0,JSWSTEEL,30.0,1011.75,1018.05,30541.5,8.05
2025-03-17,660022.35,660022.35,0.0,TATASTEEL,200.0,150.36,154.66,30932.0,15.42
2025-03-17,660022.35,660022.35,0.0,BERGEPAINT,60.0,507.0,505.6,30336.0,4.81
2025-03-17,660022.35,660022.35,0.0,COALINDIA,78.0,385.4,389.3,30365.4,2.8
2025-03-17,660022.35,660022.35,0.0,SRF,11.0,2918.9,2989.9,32888.9,6.98
2025-03-17,660022.35,660022.35,0.0,JSL,46.0,654.85,647.85,29801.1,21.72
2025-03-17,660022.35,660022.35,0.0,ADANIENSOL,39.0,778.25,798.55,31143.45,2.21
2025-03-17,660022.35,660022.35,0.0,SHRIRAMFIN,48.0,637.8,642.3,30830.4,3.73
2025-03-17,660022.35,660022.35,0.0,KOTAKBANK,16.0,1995.1,2034.0,32544.0,0.5
2025-03-17,660022.35,660022.35,0.0,VOLTAS,21.0,1444.4,1467.4,30815.4,14.89
2025-03-17,660022.35,660022.35,0.0,DMART,8.0,3860.05,3833.85,30670.8,0.9
2025-03-17,660022.35,660022.35,0.0,COROMANDEL,17.0,1865.8,1962.7,33365.9,-5.19
2025-03-17,660022.35,660022.35,0.0,ICICIBANK,24.0,1266.45,1309.85,31436.4,-1.67
2025-03-17,660022.35,660022.35,0.0,MUTHOOTFIN,14.0,2297.9,2317.9,32450.6,12.22
2025-03-17,660022.35,660022.35,0.0,JSWENERGY,57.0,528.65,548.35,31255.95,12.12
2025-03-18,884676.75,884676.75,0.0,NAVINFLUOR,8.0,4121.1,4072.4,32579.2,6.61
2025-03-18,884676.75,884676.75,0.0,NTPC,91.0,332.35,341.3,31058.3,0.89
2025-03-18,884676.75,884676.75,0.0,CHOLAFIN,21.0,1458.75,1513.25,31778.25,4.98
2025-03-18,884676.75,884676.75,0.0,HINDALCO,44.0,681.95,698.55,30736.2,17.62
2025-03-18,884676.75,884676.75,0.0,INDIGO,7.0,4765.0,4980.55,34863.85,2.88
2025-03-18,884676.75,884676.75,0.0,JINDALSTEL,33.0,915.65,925.0,30525.0,14.06
2025-03-18,884676.75,884676.75,0.0,JSWSTEEL,30.0,1011.75,1033.35,31000.5,8.05
2025-03-18,884676.75,884676.75,0.0,TATASTEEL,200.0,150.36,158.6,31720.0,15.42
2025-03-18,884676.75,884676.75,0.0,BERGEPAINT,60.0,507.0,501.4,30084.0,4.81
2025-03-18,884676.75,884676.75,0.0,COALINDIA,78.0,385.4,395.85,30876.3,2.8
2025-03-18,884676.75,884676.75,0.0,SRF,11.0,2918.9,3005.35,33058.85,6.98
2025-03-18,884676.75,884676.75,0.0,JSL,46.0,654.85,655.35,30146.1,21.72
2025-03-18,884676.75,884676.75,0.0,ADANIENSOL,39.0,778.25,813.9,31742.1,2.21
2025-03-18,884676.75,884676.75,0.0,SHRIRAMFIN,48.0,637.8,667.95,32061.6,3.73
2025-03-18,884676.75,884676.75,0.0,KOTAKBANK,16.0,1995.1,2021.55,32344.8,0.5
2025-03-18,884676.75,884676.75,0.0,VOLTAS,21.0,1444.4,1495.2,31399.2,14.89
2025-03-18,884676.75,884676.75,0.0,DMART,8.0,3860.05,3845.2,30761.6,0.9
2025-03-18,884676.75,884676.75,0.0,COROMANDEL,17.0,1865.8,1978.6,33636.2,-5.19
2025-03-18,884676.75,884676.75,0.0,ICICIBANK,24.0,1266.45,1313.1,31514.4,-1.67
2025-03-18,884676.75,884676.75,0.0,MUTHOOTFIN,14.0,2297.9,2416.45,33830.3,12.22
2025-03-18,884676.75,884676.75,0.0,JSWENERGY,57.0,528.65,570.75,32532.75,12.12
2025-03-18,884676.75,884676.75,0.0,VEDL,66.0,454.65,460.55,30396.3,18.5
2025-03-18,884676.75,884676.75,0.0,CIPLA,20.0,1507.75,1499.15,29983.0,8.16
2025-03-18,884676.75,884676.75,0.0,SUNPHARMA,18.0,1731.55,1732.35,31182.3,4.58
2025-03-18,884676.75,884676.75,0.0,AXISBANK,29.0,1042.0,1052.05,30509.45,-0.57
2025-03-18,884676.75,884676.75,0.0,BEL,107.0,282.77,290.0,31030.0,3.77
2025-03-18,884676.75,884676.75,0.0,INDHOTEL,39.0,784.8,810.6,31613.4,4.19
2025-03-18,884676.75,884676.75,0.0,POONAWALLA,98.0,306.45,323.6,31712.8,-3.83
2025-03-19,1513860.27,1513860.27,0.0,NAVINFLUOR,8.0,4121.1,4168.45,33347.6,6.61
2025-03-19,1513860.27,1513860.27,0.0,NTPC,91.0,332.35,341.75,31099.25,0.89
2025-03-19,1513860.27,1513860.27,0.0,CHOLAFIN,21.0,1458.75,1493.2,31357.2,4.98
2025-03-19,1513860.27,1513860.27,0.0,HINDALCO,44.0,681.95,705.95,31061.8,17.62
2025-03-19,1513860.27,1513860.27,0.0,INDIGO,7.0,4765.0,5086.75,35607.25,2.88
2025-03-19,1513860.27,1513860.27,0.0,JINDALSTEL,33.0,915.65,926.2,30564.6,14.06
2025-03-19,1513860.27,1513860.27,0.0,JSWSTEEL,30.0,1011.75,1050.25,31507.5,8.05
2025-03-19,1513860.27,1513860.27,0.0,TATASTEEL,200.0,150.36,159.04,31808.0,15.42
2025-03-19,1513860.27,1513860.27,0.0,BERGEPAINT,60.0,507.0,507.85,30471.0,4.81
2025-03-19,1513860.27,1513860.27,0.0,COALINDIA,78.0,385.4,396.4,30919.2,2.8
2025-03-19,1513860.27,1513860.27,0.0,SRF,11.0,2918.9,2993.1,32924.1,6.98
2025-03-19,1513860.27,1513860.27,0.0,JSL,46.0,654.85,654.05,30086.3,21.72
2025-03-19,1513860.27,1513860.27,0.0,ADANIENSOL,39.0,778.25,815.1,31788.9,2.21
2025-03-19,1513860.27,1513860.27,0.0,SHRIRAMFIN,48.0,637.8,667.9,32059.2,3.73
2025-03-19,1513860.27,1513860.27,0.0,KOTAKBANK,16.0,1995.1,2035.65,32570.4,0.5
2025-03-19,1513860.27,1513860.27,0.0,VOLTAS,21.0,1444.4,1469.9,30867.9,14.89
2025-03-19,1513860.27,1513860.27,0.0,DMART,8.0,3860.05,3884.4,31075.2,0.9
2025-03-19,1513860.27,1513860.27,0.0,COROMANDEL,17.0,1865.8,1983.2,33714.4,-5.19
2025-03-19,1513860.27,1513860.27,0.0,ICICIBANK,24.0,1266.45,1321.7,31720.8,-1.67
2025-03-19,1513860.27,1513860.27,0.0,MUTHOOTFIN,14.0,2297.9,2374.75,33246.5,12.22
2025-03-19,1513860.27,1513860.27,0.0,JSWENERGY,57.0,528.65,562.9,32085.3,12.12
2025-03-19,1513860.27,1513860.27,0.0,VEDL,66.0,454.65,470.75,31069.5,18.5
2025-03-19,1513860.27,1513860.27,0.0,CIPLA,20.0,1507.75,1512.05,30241.0,8.16
2025-03-19,1513860.27,1513860.27,0.0,SUNPHARMA,18.0,1731.55,1750.25,31504.5,4.58
2025-03-19,1513860.27,1513860.27,0.0,AXISBANK,29.0,1042.0,1054.35,30576.15,-0.57
2025-03-19,1513860.27,1513860.27,0.0,BEL,107.0,282.77,297.05,31784.35,3.77
2025-03-19,1513860.27,1513860.27,0.0,INDHOTEL,39.0,784.8,816.1,31827.9,4.19
2025-03-19,1513860.27,1513860.27,0.0,POONAWALLA,98.0,306.45,318.2,31183.6,-3.83
2025-03-19,1513860.27,1513860.27,0.0,CROMPTON,84.0,360.35,357.5,30030.0,8.76
2025-03-19,1513860.27,1513860.27,0.0,HDFCLIFE,47.0,648.45,674.35,31694.45,-2.7
2025-03-19,1513860.27,1513860.27,0.0,MANAPPURAM,141.0,212.9,217.5,30667.5,-2.16
2025-03-19,1513860.27,1513860.27,0.0,TATACOMM,20.0,1564.15,1605.2,32104.0,1.07
2025-03-19,1513860.27,1513860.27,0.0,TATAPOWER,82.0,368.1,370.35,30368.7,3.6
2025-03-19,1513860.27,1513860.27,0.0,ABCAPITAL,178.0,168.84,176.78,31466.84,-4.7
2025-03-19,1513860.27,1513860.27,0.0,CAMS,9.0,3736.0,3706.2,33355.8,5.54
2025-03-19,1513860.27,1513860.27,0.0,CANFINHOME,47.0,650.85,676.5,31795.5,0.54
2025-03-19,1513860.27,1513860.27,0.0,CESC,204.0,147.3,146.82,29951.28,0.33
2025-03-19,1513860.27,1513860.27,0.0,CGPOWER,47.0,649.25,654.6,30766.2,16.75
2025-03-19,1513860.27,1513860.27,0.0,GLENMARK,21.0,1468.15,1478.8,31054.8,8.57
2025-03-19,1513860.27,1513860.27,0.0,HDFCBANK,18.0,1749.2,1768.75,31837.5,-0.49
2025-03-19,1513860.27,1513860.27,0.0,MAXHEALTH,28.0,1083.45,1135.85,31803.8,1.48
2025-03-19,1513860.27,1513860.27,0.0,MFSL,28.0,1105.0,1121.5,31402.0,-1.14
2025-03-19,1513860.27,1513860.27,0.0,UPL,47.0,645.95,646.85,30401.95,4.91
2025-03-19,1513860.27,1513860.27,0.0,VBL,56.0,543.55,548.75,30730.0,4.86
2025-03-19,1513860.27,1513860.27,0.0,CHAMBLFERT,51.0,589.95,579.55,29557.05,1.76
2025-03-19,1513860.27,1513860.27,0.0,HAL,9.0,3723.05,3818.95,34370.55,-2.58
2025-03-19,1513860.27,1513860.27,0.0,HDFCAMC,8.0,3968.7,3967.8,31742.4,5.96
2025-03-19,1513860.27,1513860.27,0.0,LTF,205.0,146.6,149.71,30690.55,-1.34
2025-03-20,1560581.08,1560581.08,0.0,NAVINFLUOR,8.0,4121.1,4246.7,33973.6,6.61
2025-03-20,1560581.08,1560581.08,0.0,NTPC,91.0,332.35,351.3,31968.3,0.89
2025-03-20,1560581.08,1560581.08,0.0,CHOLAFIN,21.0,1458.75,1538.5,32308.5,4.98
2025-03-20,1560581.08,1560581.08,0.0,HINDALCO,44.0,681.95,695.35,30595.4,17.62
2025-03-20,1560581.08,1560581.08,0.0,INDIGO,7.0,4765.0,5044.05,35308.35,2.88
2025-03-20,1560581.08,1560581.08,0.0,JINDALSTEL,33.0,915.65,914.3,30171.9,14.06
2025-03-20,1560581.08,1560581.08,0.0,JSWSTEEL,30.0,1011.75,1058.7,31761.0,8.05
2025-03-20,1560581.08,1560581.08,0.0,TATASTEEL,200.0,150.36,157.28,31456.0,15.42
2025-03-20,1560581.08,1560581.08,0.0,BERGEPAINT,60.0,507.0,500.3,30018.0,4.81
2025-03-20,1560581.08,1560581.08,0.0,COALINDIA,78.0,385.4,405.4,31621.2,2.8
2025-03-20,1560581.08,1560581.08,0.0,SRF,11.0,2918.9,3024.35,33267.85,6.98
2025-03-20,1560581.08,1560581.08,0.0,JSL,46.0,654.85,625.7,28782.2,21.72
2025-03-20,1560581.08,1560581.08,0.0,ADANIENSOL,39.0,778.25,831.7,32436.3,2.21
2025-03-20,1560581.08,1560581.08,0.0,SHRIRAMFIN,48.0,637.8,676.8,32486.4,3.73
2025-03-20,1560581.08,1560581.08,0.0,KOTAKBANK,16.0,1995.1,2079.0,33264.0,0.5
2025-03-20,1560581.08,1560581.08,0.0,VOLTAS,21.0,1444.4,1429.5,30019.5,14.89
2025-03-20,1560581.08,1560581.08,0.0,DMART,8.0,3860.05,3892.2,31137.6,0.9
2025-03-20,1560581.08,1560581.08,0.0,COROMANDEL,17.0,1865.8,1977.0,33609.0,-5.19
2025-03-20,1560581.08,1560581.08,0.0,ICICIBANK,24.0,1266.45,1343.1,32234.4,-1.67
2025-03-20,1560581.08,1560581.08,0.0,MUTHOOTFIN,14.0,2297.9,2356.6,32992.4,12.22
2025-03-20,1560581.08,1560581.08,0.0,JSWENERGY,57.0,528.65,559.7,31902.9,12.12
2025-03-20,1560581.08,1560581.08,0.0,VEDL,66.0,454.65,467.3,30841.8,18.5
2025-03-20,1560581.08,1560581.08,0.0,CIPLA,20.0,1507.75,1523.85,30477.0,8.16
2025-03-20,1560581.08,1560581.08,0.0,SUNPHARMA,18.0,1731.55,1784.5,32121.0,4.58
2025-03-20,1560581.08,1560581.08,0.0,AXISBANK,29.0,1042.0,1070.15,31034.35,-0.57
2025-03-20,1560581.08,1560581.08,0.0,BEL,107.0,282.77,295.74,31644.18,3.77
2025-03-20,1560581.08,1560581.08,0.0,INDHOTEL,39.0,784.8,824.7,32163.3,4.19
2025-03-20,1560581.08,1560581.08,0.0,POONAWALLA,98.0,306.45,334.8,32810.4,-3.83
2025-03-20,1560581.08,1560581.08,0.0,CROMPTON,84.0,360.35,362.85,30479.4,8.76
2025-03-20,1560581.08,1560581.08,0.0,HDFCLIFE,47.0,648.45,679.6,31941.2,-2.7
2025-03-20,1560581.08,1560581.08,0.0,MANAPPURAM,141.0,212.9,234.16,33016.56,-2.16
2025-03-20,1560581.08,1560581.08,0.0,TATACOMM,20.0,1564.15,1610.0,32200.0,1.07
2025-03-20,1560581.08,1560581.08,0.0,TATAPOWER,82.0,368.1,379.5,31119.0,3.6
2025-03-20,1560581.08,1560581.08,0.0,ABCAPITAL,178.0,168.84,185.52,33022.56,-4.7
2025-03-20,1560581.08,1560581.08,0.0,CAMS,9.0,3736.0,3815.7,34341.3,5.54
2025-03-20,1560581.08,1560581.08,0.0,CANFINHOME,47.0,650.85,675.65,31755.55,0.54
2025-03-20,1560581.08,1560581.08,0.0,CESC,204.0,147.3,150.82,30767.28,0.33
2025-03-20,1560581.08,1560581.08,0.0,CGPOWER,47.0,649.25,641.25,30138.75,16.75
2025-03-20,1560581.08,1560581.08,0.0,GLENMARK,21.0,1468.15,1514.75,31809.75,8.57
2025-03-20,1560581.08,1560581.08,0.0,HDFCBANK,18.0,1749.2,1770.35,31866.3,-0.49
2025-03-20,1560581.08,1560581.08,0.0,MAXHEALTH,28.0,1083.45,1170.25,32767.0,1.48
2025-03-20,1560581.08,1560581.08,0.0,MFSL,28.0,1105.0,1140.05,31921.4,-1.14
2025-03-20,1560581.08,1560581.08,0.0,UPL,47.0,645.95,658.85,30965.95,4.91
2025-03-20,1560581.08,1560581.08,0.0,VBL,56.0,543.55,537.95,30125.2,4.86
2025-03-20,1560581.08,1560581.08,0.0,CHAMBLFERT,51.0,589.95,597.05,30449.55,1.76
2025-03-20,1560581.08,1560581.08,0.0,HAL,9.0,3723.05,3891.25,35021.25,-2.58
2025-03-20,1560581.08,1560581.08,0.0,HDFCAMC,8.0,3968.7,3994.55,31956.4,5.96
2025-03-20,1560581.08,1560581.08,0.0,LTF,205.0,146.6,155.09,31793.45,-1.34
2025-03-20,1560581.08,1560581.08,0.0,ADANIENT,13.0,2327.2,2362.8,30716.4,4.92
2025-03-23,1604894.59,1604894.59,0.0,NAVINFLUOR,8.0,4121.1,4196.9,33575.2,6.61
2025-03-23,1604894.59,1604894.59,0.0,NTPC,91.0,332.35,366.95,33392.45,0.89
2025-03-23,1604894.59,1604894.59,0.0,CHOLAFIN,21.0,1458.75,1529.3,32115.3,4.98
2025-03-23,1604894.59,1604894.59,0.0,HINDALCO,44.0,681.95,701.5,30866.0,17.62
2025-03-23,1604894.59,1604894.59,0.0,INDIGO,7.0,4765.0,4970.35,34792.45,2.88
2025-03-23,1604894.59,1604894.59,0.0,JINDALSTEL,33.0,915.65,922.75,30450.75,14.06
2025-03-23,1604894.59,1604894.59,0.0,JSWSTEEL,30.0,1011.75,1061.35,31840.5,8.05
2025-03-23,1604894.59,1604894.59,0.0,TATASTEEL,200.0,150.36,158.42,31684.0,15.42
2025-03-23,1604894.59,1604894.59,0.0,BERGEPAINT,60.0,507.0,511.6,30696.0,4.81
2025-03-23,1604894.59,1604894.59,0.0,COALINDIA,78.0,385.4,406.0,31668.0,2.8
2025-03-23,1604894.59,1604894.59,0.0,SRF,11.0,2918.9,2991.35,32904.85,6.98
2025-03-23,1604894.59,1604894.59,0.0,JSL,46.0,654.85,591.35,27202.1,21.72
2025-03-23,1604894.59,1604894.59,0.0,ADANIENSOL,39.0,778.25,820.25,31989.75,2.21
2025-03-23,1604894.59,1604894.59,0.0,SHRIRAMFIN,48.0,637.8,682.0,32736.0,3.73
2025-03-23,1604894.59,1604894.59,0.0,KOTAKBANK,16.0,1995.1,2176.15,34818.4,0.5
2025-03-23,1604894.59,1604894.59,0.0,VOLTAS,21.0,1444.4,1449.1,30431.1,14.89
2025-03-23,1604894.59,1604894.59,0.0,DMART,8.0,3860.05,3905.1,31240.8,0.9
2025-03-23,1604894.59,1604894.59,0.0,COROMANDEL,17.0,1865.8,1986.0,33762.0,-5.19
2025-03-23,1604894.59,1604894.59,0.0,ICICIBANK,24.0,1266.45,1358.15,32595.6,-1.67
2025-03-23,1604894.59,1604894.59,0.0,MUTHOOTFIN,14.0,2297.9,2352.55,32935.7,12.22
2025-03-23,1604894.59,1604894.59,0.0,JSWENERGY,57.0,528.65,575.25,32789.25,12.12
2025-03-23,1604894.59,1604894.59,0.0,VEDL,66.0,454.65,472.25,31168.5,18.5
2025-03-23,1604894.59,1604894.59,0.0,CIPLA,20.0,1507.75,1524.05,30481.0,8.16
2025-03-23,1604894.59,1604894.59,0.0,SUNPHARMA,18.0,1731.55,1784.8,32126.4,4.58
2025-03-23,1604894.59,1604894.59,0.0,AXISBANK,29.0,1042.0,1097.85,31837.65,-0.57
2025-03-23,1604894.59,1604894.59,0.0,BEL,107.0,282.77,302.1,32324.7,3.77
2025-03-23,1604894.59,1604894.59,0.0,INDHOTEL,39.0,784.8,842.1,32841.9,4.19
2025-03-23,1604894.59,1604894.59,0.0,POONAWALLA,98.0,306.45,347.3,34035.4,-3.83
2025-03-23,1604894.59,1604894.59,0.0,CROMPTON,84.0,360.35,362.2,30424.8,8.76
2025-03-23,1604894.59,1604894.59,0.0,HDFCLIFE,47.0,648.45,679.9,31955.3,-2.7
2025-03-23,1604894.59,1604894.59,0.0,MANAPPURAM,141.0,212.9,240.38,33893.58,-2.16
2025-03-23,1604894.59,1604894.59,0.0,TATACOMM,20.0,1564.15,1611.95,32239.0,1.07
2025-03-23,1604894.59,1604894.59,0.0,TATAPOWER,82.0,368.1,383.3,31430.6,3.6
2025-03-23,1604894.59,1604894.59,0.0,ABCAPITAL,178.0,168.84,184.59,32857.02,-4.7
2025-03-23,1604894.59,1604894.59,0.0,CAMS,9.0,3736.0,3812.4,34311.6,5.54
2025-03-23,1604894.59,1604894.59,0.0,CANFINHOME,47.0,650.85,685.3,32209.1,0.54
2025-03-23,1604894.59,1604894.59,0.0,CESC,204.0,147.3,153.86,31387.44,0.33
2025-03-23,1604894.59,1604894.59,0.0,CGPOWER,47.0,649.25,632.9,29746.3,16.75
2025-03-23,1604894.59,1604894.59,0.0,GLENMARK,21.0,1468.15,1492.65,31345.65,8.57
2025-03-23,1604894.59,1604894.59,0.0,HDFCBANK,18.0,1749.2,1800.0,32400.0,-0.49
2025-03-23,1604894.59,1604894.59,0.0,MAXHEALTH,28.0,1083.45,1146.25,32095.0,1.48
2025-03-23,1604894.59,1604894.59,0.0,MFSL,28.0,1105.0,1157.35,32405.8,-1.14
2025-03-23,1604894.59,1604894.59,0.0,UPL,47.0,645.95,658.45,30947.15,4.91
